0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476721,0,0,0,0,0,0,0,0,0,0,0,0,0,3798875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803462,0,0,0,0,0,0,0,0,0,0,0,0,0,1474350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,814836,0,0,0,0,0,0,0,0,0,0,0,2626053,0,0,0,0,0,0,0,0,0,0,0,3671816,0,0,0,0,0,0,0,0,0,0,0,2628155,0,0,0,0,0,0,0,0,0,0,0,812548,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,458645,0,0,0,0,0,0,0,0,0,1749162,0,0,0,0,0,0,0,0,0,3069481,0,0,0,0,0,0,0,0,0,0,3070085,0,0,0,0,0,0,0,0,0,1749507,0,0,0,0,0,0,0,0,0,456528,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,262113,0,0,0,0,0,0,0,0,1146052,0,0,0,0,0,0,0,0,2378099,0,0,0,0,0,0,0,0,2984016,0,0,0,0,0,0,0,0,2378641,0,0,0,0,0,0,0,0,1143929,0,0,0,0,0,0,0,0,260558,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,151431,0,0,0,0,0,0,0,742748,0,0,0,0,0,0,0,1763410,0,0,0,0,0,0,0,2622255,0,0,0,0,0,0,0,2620342,0,0,0,0,0,0,0,1761123,0,0,0,0,0,0,0,741279,0,0,0,0,0,0,0,150820,0,0,0,0,0,0,0
0,0,0,0,0,0,0,88820,0,0,0,0,0,0,479271,0,0,0,0,0,0,1270217,0,0,0,0,0,0,2161596,0,0,0,0,0,0,0,2558779,0,0,0,0,0,0,2160628,0,0,0,0,0,0,1269358,0,0,0,0,0,0,476331,0,0,0,0,0,0,88408,0,0,0,0,0,0,0
0,0,0,0,0,0,52719,0,0,0,0,0,0,307058,0,0,0,0,0,900107,0,0,0,0,0,0,1706828,0,0,0,0,0,2314147,0,0,0,0,0,0,2312225,0,0,0,0,0,1706788,0,0,0,0,0,0,894812,0,0,0,0,0,306144,0,0,0,0,0,0,52580,0,0,0,0,0,0
0,0,0,0,0,0,31577,0,0,0,0,0,197621,0,0,0,0,0,626880,0,0,0,0,0,1310374,0,0,0,0,0,1981647,0,0,0,0,0,2267265,0,0,0,0,0,1980254,0,0,0,0,0,1306796,0,0,0,0,0,623312,0,0,0,0,0,196154,0,0,0,0,0,31528,0,0,0,0,0
0,0,0,0,0,19030,0,0,0,0,0,126760,0,0,0,0,433453,0,0,0,0,0,981696,0,0,0,0,1635906,0,0,0,0,0,2086193,0,0,0,0,2086040,0,0,0,0,0,1630172,0,0,0,0,978787,0,0,0,0,0,430321,0,0,0,0,126073,0,0,0,0,0,18977,0,0,0,0,0
0,0,0,0,0,11545,0,0,0,0,81627,0,0,0,0,296841,0,0,0,0,725419,0,0,0,0,1308640,0,0,0,0,1834895,0,0,0,0,0,2048996,0,0,0,0,1833554,0,0,0,0,1303765,0,0,0,0,720691,0,0,0,0,294679,0,0,0,0,81375,0,0,0,0,11381,0,0,0,0,0
0,0,0,0,6981,0,0,0,0,52466,0,0,0,0,203156,0,0,0,0,527897,0,0,0,0,1023516,0,0,0,1559864,0,0,0,0,1910922,0,0,0,0,1909542,0,0,0,0,1555169,0,0,0,0,1019452,0,0,0,524021,0,0,0,0,201192,0,0,0,0,52275,0,0,0,0,6955,0,0,0,0
