0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5277363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2804355,0,0,0,0,0,0,0,0,0,0,0,0,4945947,0,0,0,0,0,0,0,0,0,0,0,2803106,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1563266,0,0,0,0,0,0,0,0,0,3714207,0,0,0,0,0,0,0,0,0,3711291,0,0,0,0,0,0,0,0,0,1564644,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,904217,0,0,0,0,0,0,0,2610581,0,0,0,0,0,0,0,0,3521521,0,0,0,0,0,0,0,2611746,0,0,0,0,0,0,0,905343,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,537879,0,0,0,0,0,0,1792897,0,0,0,0,0,0,2945670,0,0,0,0,0,0,2946162,0,0,0,0,0,0,1792403,0,0,0,0,0,0,538397,0,0,0,0,0,0,0
0,0,0,0,0,0,326981,0,0,0,0,0,1220386,0,0,0,0,0,2317544,0,0,0,0,0,0,2823296,0,0,0,0,0,2318854,0,0,0,0,0,1218884,0,0,0,0,0,327463,0,0,0,0,0,0
0,0,0,0,0,201732,0,0,0,0,0,829892,0,0,0,0,1763924,0,0,0,0,0,2481825,0,0,0,0,2483201,0,0,0,0,0,1761794,0,0,0,0,828203,0,0,0,0,0,202837,0,0,0,0,0
0,0,0,0,0,126668,0,0,0,0,564251,0,0,0,0,1315712,0,0,0,0,2073757,0,0,0,0,2396376,0,0,0,0,2069958,0,0,0,1315404,0,0,0,0,0,563796,0,0,0,0,127486,0,0,0,0
0,0,0,0,80864,0,0,0,0,384056,0,0,0,970868,0,0,0,0,1675358,0,0,0,2165754,0,0,0,0,2169210,0,0,0,1672322,0,0,0,0,968547,0,0,0,385038,0,0,0,0,81391,0,0,0,0
0,0,0,0,52436,0,0,0,262467,0,0,0,709649,0,0,0,1326170,0,0,0,1875581,0,0,0,0,2102263,0,0,0,1877551,0,0,0,1322622,0,0,0,708564,0,0,0,263889,0,0,0,52216,0,0,0,0
0,0,0,34135,0,0,0,180621,0,0,0,516330,0,0,0,1031864,0,0,0,1578965,0,0,0,1933212,0,0,1939424,0,0,0,1578189,0,0,0,1028526,0,0,0,516589,0,0,0,181408,0,0,0,34145,0,0,0
0,0,0,22332,0,0,0,124610,0,0,375093,0,0,0,794136,0,0,1298225,0,0,0,1719260,0,0,0,1886044,0,0,1721361,0,0,0,1297467,0,0,792533,0,0,0,374883,0,0,125051,0,0,0,22413,0,0,0
0,0,0,14764,0,0,86762,0,0,0,271868,0,0,606229,0,0,1050422,0,0,0,1487477,0,0,1759112,0,0,1761294,0,0,0,1486536,0,0,1049691,0,0,604912,0,0,0,272614,0,0,86963,0,0,14764,0,0,0
0,0,0,9825,0,0,60458,0,0,197270,0,0,459675,0,0,841060,0,0,1258565,0,0,1592321,0,0,0,1716857,0,0,1593431,0,0,1256886,0,0,839170,0,0,459351,0,0,198204,0,0,60454,0,0,9881,0,0,0
0,0,6600,0,0,42115,0,0,143864,0,0,346695,0,0,665979,0,0,1049449,0,0,1404424,0,0,1619118,0,0,1619396,0,0,1403601,0,0,1047136,0,0,664196,0,0,347943,0,0,144042,0,0,42142,0,0,6708,0,0
0,0,4550,0,0,29371,0,0,104421,0,0,262682,0,521933,0,0,863186,0,0,1215434,0,0,1483970,0,0,1585442,0,1484140,0,0,1212735,0,0,862165,0,0,521678,0,262918,0,0,104496,0,0,29664,0,0,4623,0,0
0,0,3130,0,0,20664,0,76089,0,0,197452,0,0,408044,0,702856,0,0,1035932,0,0,1331275,0,1502470,0,0,1506094,0,1328832,0,0,1033621,0,0,700966,0,407687,0,0,198123,0,0,76158,0,20847,0,0,3168,0,0
